,Song,lenght,chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rms,zero_crossing_rate,tempo,beat,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,genre
0,Breaking_bad,18.04190476190476,0.6066778,1724.2482826275245,2457.9712046452323,3805.2701090233118,0.08096511,0.026026175643086815,123.046875,0.07061675,-274.63733,113.233955,8.027579,41.754524,6.2411757,14.467341,-6.1248016,17.595718,-1.3800576,6.4432516,-1.4611251,13.064988,0.4448421,7.1416526,-1.8566544,7.9114943,-2.3032055,2.3478775,-0.13446206,0.056747317,drama
1,Euphoria,70.79764172335601,0.32405847,1509.0570543870804,2255.377052586058,2635.3653727173514,0.21460225,0.0295566672046647,129.19921875,0.09316899,-161.33961,132.32492,-10.123459,9.916463,-0.5653469,11.114403,-6.7768416,6.4310107,-13.56774,-5.1411557,-1.358189,2.322693,-10.201549,-3.3154018,-6.908276,4.1711335,-4.884076,-0.35475302,0.19611873,-4.870142,drama
2,Gossip_girl,12.469115646258503,0.50007063,2615.713633767115,2954.6956938931803,5330.359147892442,0.104709044,0.06416242732558139,103.359375,0.13908817,-137.91046,97.692894,-14.159046,20.21547,-6.4202633,14.248572,-5.511131,12.388307,-3.710921,11.5214,-8.038747,7.6190815,-5.0543585,8.8744,-3.6398878,7.9897733,-0.7387473,5.845138,-2.1648784,4.7306066,drama
3,Doutlander,72.70167800453515,0.3982027,2262.388167508981,2820.101929312367,4598.0350948152845,0.08636823,0.05023270347676832,117.45383522727273,0.14045607,-217.10175,107.44313,2.1448452,25.57564,3.5357172,6.7474365,-4.3014154,9.593795,-7.512391,10.71886,-12.215542,3.8984628,-9.944083,1.4357691,-7.1867304,2.5017538,-2.499355,2.3335814,-4.0271716,5.2717257,drama
4,Grey_anatomy,27.93360544217687,0.34372666,2089.265683680721,2701.2049822488416,4465.048779438876,0.017724652,0.05094353707935189,123.046875,0.13812831,-351.466,113.36243,8.723533,22.925785,-11.440248,8.835173,-10.043488,4.157614,-7.8759823,9.926516,-7.596777,5.4976864,-7.935298,7.4350724,-6.467572,5.0195394,-4.574422,5.4151373,-2.6438215,3.8096578,drama
5,Game_of_thrones,101.70340136054422,0.52205926,1398.446765119737,2409.7004064029366,2580.5310990736643,0.106001824,0.022848062435795,123.046875,0.15131678,-175.54665,144.417,-4.70907,32.631947,7.6077666,10.1761055,-3.7974386,11.314131,-2.164848,4.8805995,-5.0036073,5.9850683,-0.9242498,-1.0209957,-3.7792857,3.7113838,-2.3685842,0.9222376,-3.3171687,-0.80472153,action
6,House,32.46149659863946,0.58546823,2110.775184531424,2849.58199898988,4601.15356227096,0.16176069,0.038228389234000716,151.99908088235293,0.21141501,-116.495804,119.54215,-5.6860056,25.912918,3.3094144,19.04792,-2.569436,15.338389,-3.8889275,8.449883,-5.6632714,10.13754,-3.3949313,4.7750096,-4.9039693,4.3352075,-6.301787,0.95607126,-4.115773,-0.19390778,drama
7,The_crown,71.0530612244898,0.45799893,820.8416814376113,1329.6620076229178,1551.8927778727946,0.05599538,0.017660927799787618,123.046875,0.07765151,-323.5976,159.12335,2.3412468,28.74289,9.665775,11.587146,3.7454448,6.3080297,-0.3952001,4.3122272,-1.6802998,1.82688,-1.8042248,0.02472855,-0.82665515,3.4941387,2.4266427,4.890602,0.70568055,4.247326,drama
8,The_office,32.48471655328798,0.45076644,1945.106194106605,2653.5727135947473,4176.795179360933,0.14048538,0.04035586091014648,86.1328125,0.13573058,-148.33243,123.474686,-5.773242,38.083004,-1.4703579,18.346626,-10.450482,12.86814,-3.1805894,8.872261,2.117776,15.80856,-7.2802625,9.752365,-2.4301128,6.5374036,-7.2298536,2.1485236,-4.1150856,3.8755004,comedy
9,Modern_family,11.795736961451247,0.52731013,2727.8414451655512,3267.3789678011085,5887.139622511062,0.092350625,0.059539104750491643,117.45383522727273,0.17847557,-143.87582,110.203156,-33.1411,26.408903,-8.333869,16.36794,-6.34121,9.676981,-4.0210824,12.5381155,-2.5530038,10.573756,-6.7497387,7.0285583,-5.3713903,3.4448683,-7.579263,4.0926456,-5.8141,0.4998509,comedy
10,New_girl,15.603809523809524,0.34909225,2367.545029545614,2808.337845290509,4820.05942872909,0.062778614,0.05367136675185873,89.10290948275862,0.1714286,-190.66315,107.39398,-20.30736,24.253036,-2.2021616,8.343788,-14.015222,9.068391,-15.441168,6.7091403,-16.703293,-0.06481077,-17.381239,-0.87270725,-13.074641,4.4045486,-8.985286,2.395751,-6.4067564,4.096655,comedy
11,Two_half_man,22.639455782312925,0.3938843,1966.0382376377247,2786.4860362932836,4119.331557734816,0.06670739,0.03613781794592517,112.34714673913044,0.17344977,-250.87334,111.95463,3.176271,49.603462,6.1170373,15.084374,-5.6013155,12.434368,-9.473095,4.5715055,-10.535393,4.430207,-10.333097,7.3278713,-5.6394434,3.9407413,-4.682485,3.1268697,-4.530944,2.7344096,comedy
12,HIMYM,12.585215419501134,0.5105751,2061.717602833655,3112.636157373975,4449.116998487903,0.0679644,0.03237552203341014,135.99917763157896,0.17593837,-197.79146,131.84015,-1.356645,26.947859,-4.189883,27.255173,-4.6686144,18.906143,-10.854996,10.663149,-4.1175013,8.3736315,-9.044813,8.22854,-5.7185,6.803611,-9.632604,1.8535894,-7.2743845,-2.1796703,comedy
13,Friends,47.53124716553288,0.47334516,3128.430002832377,3348.329089508589,6678.463792067308,0.06928687,0.07711457379426129,95.703125,0.18117824,-157.99771,78.824,-12.753873,46.77599,3.2858186,17.062038,-9.462114,18.521708,-11.638638,7.064004,-8.682056,11.581884,-12.113777,5.122713,-6.2334604,5.3896933,-10.3372965,5.737728,-9.285181,4.12735,comedy
14,Fresh_off_boat,15.487709750566893,0.412243,2624.1618516946637,2771.074601972195,5421.044373244382,0.1665075,0.05987425386235955,92.28515625,0.16463621,-80.51806,85.11671,-24.452032,28.270893,-20.639784,27.512766,-2.2811377,22.823828,0.28465676,17.667496,-8.905788,10.370022,-10.026988,10.681237,-2.7402592,8.1193905,-7.9799733,8.847626,-6.6977596,-3.2110486,comedy
15,Brooklyn99,20.619319727891156,0.56813085,3144.4970419336787,3355.37319549735,6741.1164686796565,0.028867513,0.06449763910382668,107.666015625,0.19741468,-257.96338,69.9114,-2.7129912,50.010098,0.48562098,28.300632,-8.460007,20.34567,-8.749119,18.374094,-5.722755,13.23101,-8.529522,9.654841,-8.236711,6.5076275,-5.655483,8.38829,-5.4682226,3.64496,comedy
16,The_Big_Bang_Theory,22.105396825396827,0.43929324,2785.5546922956114,3089.7391926679993,5880.610390009842,0.17247507,0.06499241305774278,123.046875,0.12161351,-86.18155,98.78507,-12.5887575,24.968765,-7.2537975,12.7895565,-8.613079,14.35249,-12.751543,13.166005,-10.39644,7.051526,-10.044771,4.0880575,-10.066707,6.6443715,-9.719947,2.9362376,-7.421085,-0.49502316,comedy
17,Sex_and_the_City,57.167528344671204,0.32913703,1745.5770102861009,2138.692857665311,3602.646980092005,0.01997207,0.03594027601522843,151.99908088235293,0.13112865,-397.63812,81.49869,-5.8785653,31.909225,-3.0007033,5.815556,-8.445868,9.928612,-2.750115,4.916939,-7.02363,3.7394323,-6.2539563,5.230129,-2.681298,4.159927,-1.8318967,4.351597,-4.0211005,1.3356742,drama
18,The_IT_Crowd,31.880997732426305,0.4581024,3531.52305489007,3441.5226191300267,7429.347018480387,0.1147724,0.07960619681698217,95.703125,0.14257176,-122.05636,68.720215,1.0970719,34.794033,-8.681606,24.760849,-3.6784704,20.165388,-9.766033,13.475641,-10.087197,12.223642,-6.2453384,12.535063,-5.4413967,10.651428,-6.176116,8.521117,-1.7767457,9.624889,comedy
19,2_Broke_Girls,10.24,0.46518305,2736.0339728767412,2529.109037664623,5249.882712963618,0.06529247,0.08307417008776898,135.99917763157896,0.11558723,-176.2852,90.12494,-32.178677,47.22899,-12.475733,16.736597,-11.093871,14.574576,-9.580726,10.871323,-5.540738,10.606046,-4.3044195,11.492119,-7.902825,9.646912,-8.291381,-2.6241322,-5.8676305,2.6692755,comedy
20,American_Horror_Story,62.6009977324263,0.55770487,2685.9631133770886,3260.7170258266183,6284.10977265089,0.044341836,0.061236426270165026,129.19921875,0.08624941,-291.76978,98.47073,11.00196,29.828901,6.3491263,16.460598,-2.839224,10.29028,-5.908284,7.398688,-8.15995,6.709379,-5.4017425,5.0226064,-7.0069957,3.8802836,-4.078092,5.6155767,-1.8015553,2.669491,drama
21,Anne_with_an_E,40.100861678004534,0.49384215,2089.414227927179,2728.6243846730827,4362.209377261215,0.071114995,0.04067022431259045,129.19921875,0.20739754,-190.99464,118.444244,-12.563302,41.403896,0.122098714,14.737164,-8.760821,7.1482368,-12.579364,10.325523,-10.193848,2.4870412,-10.853625,4.45637,-9.745879,-0.6917942,-11.786725,5.0574565,-6.0956535,-1.0835294,drama
22,Arrested_Development,19.11002267573696,0.3325754,1844.4595654241432,2459.771233633515,3656.1208589480875,0.07010728,0.038035241632513664,89.10290948275862,0.17787084,-250.36826,113.08168,-5.7051945,20.85033,-19.446823,-0.5879725,-12.719559,3.2049031,-5.2825346,16.44586,-0.6917911,8.913079,-5.1624117,3.7429626,-7.71502,0.47181472,-6.796028,-1.0652022,-4.702828,2.8992333,comedy
23,Bones,30.06984126984127,0.35980216,2628.339367043813,3181.1518972111617,5381.879639708365,0.068086565,0.057743639340505595,112.34714673913044,0.1714188,-170.44908,110.15405,-22.804064,30.74988,-17.01531,9.457815,-12.991274,9.835569,-5.0797753,12.583998,-9.064419,8.493853,-5.317153,14.804843,-1.9648135,8.162209,-5.714421,1.3699172,-10.258407,-1.719199,comedy
24,Bridgerton,62.04371882086168,0.38892666,1295.1518572087125,1876.7212167339885,2380.7625043849393,0.03913086,0.027761050046772685,112.34714673913044,0.114252105,-275.89822,145.04158,-29.299929,33.102394,0.92371625,7.8396106,-7.0838304,0.5703337,-3.6049457,2.752878,-8.647677,-2.806636,-7.566552,-1.078068,-6.42609,-0.8586213,-4.7078586,-1.4348099,-3.1838531,-0.090791956,drama
25,Criminal_Minds,30.859319727891158,0.5407631,1638.837603951768,2336.769660207023,3337.5088144039114,0.06876133,0.029832166404193304,135.99917763157896,0.18391372,-196.4561,139.02934,-16.006155,34.857212,3.9481218,19.912413,-3.9531324,11.52193,-4.143788,11.432785,-5.7087426,8.867157,-3.518512,7.0032687,-4.306781,5.2112303,-0.907843,3.4808836,-3.0874705,1.8017395,crime
26,Daredevil,61.3471201814059,0.46270704,1024.6961304208057,1512.059765151739,2073.0587101614237,0.16035114,0.021125901726584673,107.666015625,0.15255977,-189.24915,142.9868,-11.685433,21.618511,13.820503,17.257257,9.523196,7.984492,2.7149477,4.8323216,4.3199205,9.114429,8.2249565,5.6940837,1.2107474,-0.24054317,1.4040734,4.370597,4.246731,0.48363167,action
27,Derry_Girls,42.49251700680272,0.517007,3473.149236746702,3548.530476253478,7338.29917543021,0.08126572,0.08084235651119913,107.666015625,0.22476578,-149.09305,71.49844,-6.628015,43.27289,-0.4350242,24.328814,-1.4810238,16.329926,-8.561971,15.787294,-9.357529,14.198663,-12.604982,4.4723554,-9.950499,5.7650905,-10.111653,7.686474,-6.102319,5.5507684,comedy
28,Desperate_Housewives,59.86104308390023,0.22614221,1072.0633612187232,1264.152400337065,2034.4847567626528,0.022942033,0.02863096807131084,143.5546875,0.09473371,-384.33,89.08709,-17.606743,16.164833,-11.905413,6.700726,-9.531258,5.130467,-10.530066,3.919638,-8.36442,2.9964767,-5.171906,3.1511295,-4.287717,2.5316472,-3.8434398,1.31328,-4.2402444,0.565847,comedy
29,Doctor_Who,41.912018140589566,0.32707483,2299.0570749964445,2800.5923433474163,4600.5739163969465,0.073141396,0.047011572711852675,107.666015625,0.17519993,-184.50713,117.20292,-11.089038,29.020292,-16.528282,16.862087,-7.9880214,14.035974,-5.5515327,9.141287,-13.502569,6.409835,-7.193193,7.1152787,-6.372462,2.4889433,-7.1272817,1.364839,-8.966116,-0.20331709,adventure
30,Family_Guy,31.091519274376417,0.4237515,3394.174804406137,3298.953731268346,6846.714627222144,0.052876227,0.08891129502612916,107.666015625,0.1587363,-178.75575,77.63453,-25.548492,27.984722,-9.987488,11.8809185,-10.543902,12.157713,-11.578426,12.03594,-11.401582,10.456391,-10.950783,8.281574,-9.4825535,6.9786243,-10.810054,2.6915767,-9.128049,4.4010553,comedy
31,Ghosts,22.291156462585032,0.4201078,1570.365444785211,2029.1629731749342,3117.4159576717857,0.12149424,0.038274793808563246,112.34714673913044,0.07243129,-145.59346,137.16792,-24.550297,37.185917,-10.71895,19.027216,2.305832,12.210533,-5.3123097,9.2132635,-7.825012,9.197014,-0.34131545,3.0413914,-9.133745,0.8091292,-4.3494473,4.4997807,-7.742983,-6.399595,comedy
32,Gilmore_Girls,54.102494331065756,0.43286756,2697.26053234022,3353.5321723498223,5989.348879414959,0.10679897,0.05283588637765501,107.666015625,0.17956103,-129.84457,103.038574,-5.672715,40.968838,3.1948345,15.770364,-4.5527134,10.766074,-8.41943,12.095412,-11.166117,10.592491,-10.459209,8.666711,-8.234457,5.7142925,-9.283821,4.823103,-9.843177,7.624039,comedy
33,Gravity_Falls,39.172063492063494,0.38924846,3021.684918111196,3377.6912134334366,6527.891015625,0.06187815,0.06893532986111112,83.35433467741936,0.14998835,-157.34312,89.96879,-15.610589,29.780651,-1.0406917,27.690496,-13.051334,18.698246,-9.76618,14.53386,-6.366133,13.636245,-6.403795,7.2542014,-8.009297,6.6652794,-9.632225,4.699216,-6.9895473,4.9515433,action
34,Guillermo_del_Toros_Cabinet_of_Curiosities,72.3998185941043,0.39207694,1969.6625347682423,2427.7353751319224,3968.672565498737,0.0186202,0.050871672453703706,123.046875,0.07979011,-341.4821,116.60413,-16.7987,31.969467,-9.866356,11.626175,-8.331503,10.662988,-7.93222,9.410528,-5.750658,8.586046,4.0990686,3.90939,-2.0715852,0.13010903,-6.2527266,0.7991193,-3.457611,0.7374326,drama
35,Heroes,11.702857142857143,0.5281599,1429.0938605987521,1735.8319778456225,2945.033661886769,0.13274725,0.03009777239222002,123.046875,0.042604372,-140.7435,151.94476,-27.743553,43.982494,-6.6469574,12.966724,-6.019461,10.307075,1.342383,12.496351,-5.035544,13.035252,-2.4244258,7.179219,-7.944759,5.719599,-1.8201375,5.015005,0.9301462,4.9425635,drama
36,House_of_the_Dragon,98.45260770975057,0.53399426,1222.923004917489,2061.784862028002,2297.852512463521,0.071977295,0.022006451921943167,123.046875,0.14005058,-220.29198,155.23143,-6.245066,36.12455,7.155002,11.73588,-0.86094266,14.254692,0.25620437,7.842079,-3.9932582,8.971281,1.1799766,3.200795,-1.0069078,5.895515,-0.6228751,2.2603347,-0.76834685,1.3192747,action
37,LOKI,21.873197278911565,0.3582404,2118.393942930019,2627.4229065030518,4266.989830280172,0.031698775,0.057169056697612734,107.666015625,0.072941266,-279.05722,117.40345,-13.931902,27.4352,-1.3215088,30.658495,-5.5679626,2.0915875,-8.851747,15.775301,-4.0883074,2.0405889,-11.93685,8.353106,-5.056562,1.8793136,-5.792838,10.99672,-2.1431785,-3.835442,action
38,Lucifer,10.031020408163265,0.41229847,1702.0349277929247,1942.0155696394897,3468.911894869942,0.053279303,0.03748814577312139,135.99917763157896,0.0630595,-298.9054,69.399,-18.422066,28.721199,-4.479247,22.57199,-3.1704276,8.823943,-4.254515,10.204121,-5.7823243,6.693731,-3.8589814,7.919418,-5.057101,3.945411,-4.0921636,5.4901147,-2.7814019,4.1533804,crime
39,Moon_Knight,34.690612244897956,0.4680392,2434.2460695708332,2281.6529894787727,4600.324987192623,0.01814768,0.0716819418597357,86.1328125,0.13387093,-330.22192,84.49632,-31.458086,30.813934,-10.926978,16.390224,-10.1785555,12.386454,-11.394697,10.459286,-10.239121,10.1514635,-6.3144655,5.7474875,1.0093397,1.4495332,-2.9933448,3.9285908,-7.581775,0.804155,action
40,One_Tree_Hill,40.333061224489796,0.4831901,2429.8156733137225,2648.375827791062,4895.318120503597,0.042633962,0.05723934914568345,129.19921875,0.10177977,-212.57994,109.1955,-30.755579,44.16947,-12.143085,19.326885,-11.679541,16.24961,-7.728357,10.172248,-6.6482725,8.626552,-8.593788,2.7297795,-4.7160087,2.63981,-8.43868,5.282601,-5.851159,0.7615034,drama
41,Orange_is_the_New_Black,71.79609977324263,0.3798123,2902.595551382802,3161.5414253575796,6000.055585905921,0.14713871,0.06744983768694422,83.35433467741936,0.1236342,-111.368706,92.454796,-20.798903,24.187191,-5.954517,10.383985,-11.2845125,5.8489623,-9.654504,7.245915,-15.036161,6.964396,-15.37073,2.8400388,-15.57617,-1.1708566,-8.65957,0.13699897,-9.801495,1.462327,comedy
42,Once_upon_a_time,27.051247165532878,0.35203657,1237.7623558933906,1727.138130650902,2239.4346494932433,0.097414784,0.03026254491098241,83.35433467741936,0.14875913,-224.54263,152.97737,-1.6801844,16.598969,-0.42949548,1.355732,-10.866206,8.300508,-5.868796,-1.2517852,-1.2718045,2.8685982,3.368932,5.7171974,-9.93715,-5.211662,-4.877811,-4.317249,-4.550051,4.2148423,adventure
43,iCarly,71.5871201814059,0.46202397,3336.641385331378,3572.5793254975392,7063.512144402667,0.051973093,0.08105136208853575,103.359375,0.06752596,-174.32733,88.7883,-16.524458,36.944214,-6.0435734,14.798048,-7.4180145,8.4480715,-7.5841265,12.523539,-9.152075,10.274911,-9.564956,9.054386,-11.532465,5.6982613,-8.9217205,5.210881,-6.0318866,9.922342,comedy
44,LOST,14.628571428571428,0.5492454,1306.8147349089904,1479.2415621477853,2249.920891467585,0.1398699,0.04835688131938937,123.046875,0.056284953,-280.35638,191.22725,15.337076,12.854408,17.059683,9.553787,-0.07952789,8.419167,4.1372294,-4.1639795,0.33908367,1.3559452,4.077455,7.959455,10.153129,11.659266,4.9036503,-8.401631,-9.013289,6.5581417,adventure
45,Peacemaker,97.98820861678004,0.3863411,2369.7033408885195,2565.215161575669,4838.51405852017,0.023937741,0.058220640882300674,92.28515625,0.106761396,-299.63837,75.421875,-15.969422,31.510965,-10.267396,14.659287,-11.05696,8.236831,-12.540895,7.5743976,-12.247765,6.630527,-8.873255,3.5017695,-8.699893,3.0179367,-7.6930485,4.123123,-3.9160743,1.5795583,action
46,Pretty_Little_Liars,21.5481179138322,0.37565586,3191.4505217090555,3420.092080460348,6672.49840657815,0.09927424,0.07197139413368336,135.99917763157896,0.1623804,-159.07002,79.39869,-0.8242241,37.73145,-2.4811213,24.357588,-7.7652383,10.568484,-3.7893133,6.002911,-11.559091,3.5634997,-13.280075,11.63336,-13.640491,8.8799515,-10.933627,4.886748,-5.6594667,7.188682,drama
47,Rick_and_Morty,38.77732426303855,0.32154232,2125.638453123852,2619.1219225218983,4466.621818645241,0.19494085,0.04511303689015265,161.4990234375,0.08174506,-132.50293,99.94065,-13.464622,27.357393,-3.9464874,18.75715,-8.6819315,7.7965326,-11.459297,10.0328455,-6.7017713,5.31301,-4.0573616,5.641269,-4.1001797,3.0023599,-5.9921036,1.187189,-3.216871,5.857016,adventure
48,Shadowhunters,9.659501133786849,0.46018404,2236.8442900185805,2792.482391763121,4957.522403492647,0.13124764,0.0455320800195078,80.74951171875,0.1886598,-82.06225,113.403305,-11.054657,34.59633,-8.907233,21.439497,-9.001627,17.70184,-8.318847,12.955768,-12.978306,9.867455,-6.574456,13.372271,-4.3707366,14.380599,-1.3338023,9.359579,-3.0993009,8.377841,action
49,Shameless,69.93850340136055,0.4754399,3189.1779261679544,3107.697597262909,6471.050983856328,0.060027536,0.0871671583246888,135.99917763157896,0.0947601,-138.23962,77.661896,-18.4455,39.268448,-16.19694,19.920513,-15.94309,15.125975,-5.518136,19.090862,-7.922933,15.365424,-9.14655,12.434354,-6.9756117,7.806484,-8.919661,7.6959476,-7.472043,4.024995,comedy
50,Sherlock,32.92589569160998,0.49583685,2356.91298001446,2975.1207628275156,4965.562712730217,0.11890382,0.04977938706159676,92.28515625,0.1242865,-117.067474,106.831856,-12.14277,44.926533,-2.8348005,17.738394,-12.808664,12.295576,-9.59118,11.971812,-9.153974,9.068989,-9.157394,7.865225,-12.964117,4.1470194,-8.768035,3.3422132,-7.8096414,2.5756066,crime
51,Smallville,50.41052154195011,0.42195287,3227.193712246461,3255.063642264403,6750.096430768622,0.049307782,0.08175118815478932,95.703125,0.11854225,-157.98207,79.53034,-24.131609,35.62496,-4.1775985,23.166534,-6.0640187,21.801706,-9.531683,16.963556,-12.210196,10.59944,-9.191317,9.950377,-8.873105,10.245054,-7.398406,8.006538,-6.305649,2.002943,action
52,SpongeBob_SquarePants,46.11482993197279,0.3256616,2538.033727767388,2385.977041585074,4539.59812228637,0.04806017,0.07818767894223509,117.45383522727273,0.15261748,-243.55733,88.68101,-55.284363,24.559488,-17.205545,8.945129,-11.431571,7.4878182,-17.323298,-1.0392623,-6.087265,4.48435,-9.507762,4.666008,-8.322147,-0.17893285,-11.905985,2.2496443,-5.437046,3.9369721,comedy
53,Stranger_things,53.47555555555556,0.5499053,881.8466868786488,1561.3114725453866,1584.997057806056,0.06266729,0.015143289932439765,161.4990234375,0.07137071,-289.8335,172.45523,12.781701,26.895647,12.590557,16.020847,8.150384,7.6275077,-1.7350764,7.165812,1.7555647,3.6532974,-1.8463969,-0.51620865,-2.3187773,-1.6455379,-5.247183,-4.228623,-2.0166054,2.899869,drama
